GridCell_Id,species,PiHat,RangeSize_km2,RangeSize_percentile,nseqs
862,Otomys_lacustris,0.041054085,18223.19,NA,8
863,Otomys_sloggetti,0.002767528,67820.43,NA,2
2574,Otonycteris_hemprichii,0,1283183.56,NA,2
2236,Otopteropus_cartilagonodus,0.015435841,105071.32,NA,24
2587,Ovis_ammon,0.006140351,3583386.12,NA,2
2412,Paguma_larvata,0.005357143,6332646.84,NA,2
1671,Pan_troglodytes,0.003505697,2489781.74,NA,2
953,Panthera_leo,0,3815669.22,NA,3
2029,Panthera_leo,0,3815669.22,NA,5
1939,Panthera_leo,0.000877193,3815669.22,NA,2
1941,Panthera_leo,0.000951475,3815669.22,NA,2
3105,Panthera_leo,0.002854424,3815669.22,NA,2
2230,Panthera_tigris,0,1350364.49,NA,2
2321,Panthera_tigris,0,1350364.49,NA,13
2868,Panthera_tigris,0,1350364.49,NA,9
2592,Panthera_tigris,0.059016393,1350364.49,NA,3
862,Papio_cynocephalus,0,4289611.81,NA,2
1313,Papio_cynocephalus,0.110132159,4289611.81,NA,2
1495,Papio_ursinus,0,3348437.99,NA,2
2269,Pappogeomys_bulleri,0.043610033,35563.93,NA,13
2270,Pappogeomys_bulleri,0.050148368,35563.93,NA,5
1692,Paradoxurus_hermaphroditus,0,7069963.6,NA,2
1871,Paradoxurus_hermaphroditus,0.005137531,7069963.6,NA,12
1875,Paradoxurus_hermaphroditus,0.009036145,7069963.6,NA,4
1513,Paradoxurus_hermaphroditus,0.010595666,7069963.6,NA,5
1781,Paradoxurus_hermaphroditus,0.021263163,7069963.6,NA,4
2410,Parascaptor_leucura,0.002631579,373620.87,NA,2
2501,Parascaptor_leucura,0.062134503,373620.87,NA,4
1606,Paruromys_dominator,0.031190709,169337.75,NA,3
2716,Perognathus_longimembris,0,520472.85,NA,2
2626,Perognathus_longimembris,0.01563786,520472.85,NA,7
2627,Perognathus_longimembris,0.020987654,520472.85,NA,2
2181,Peromyscus_beatae,0.007675323,145829.19,NA,29
2626,Peromyscus_californicus,0.005263158,132610.09,NA,2
3161,Peromyscus_keeni,0,211557.11,NA,2
3159,Peromyscus_keeni,0.003809524,211557.11,NA,10
3072,Peromyscus_keeni,0.004952017,211557.11,NA,148
3162,Peromyscus_keeni,0.005747211,211557.11,NA,45
3073,Peromyscus_keeni,0.005829554,211557.11,NA,28
3074,Peromyscus_keeni,0.007103175,211557.11,NA,10
2628,Peromyscus_melanotis,0.000432152,494793.34,NA,13
2545,Peromyscus_polionotus,0.005140212,376307.06,NA,12
804,Petaurus_norfolcensis,0.001259446,788561.11,NA,4
894,Petaurus_norfolcensis,0.005037783,788561.11,NA,6
1163,Petaurus_norfolcensis,0.00531766,788561.11,NA,9
984,Petaurus_norfolcensis,0.005984034,788561.11,NA,28
711,Petaurus_norfolcensis,0.006657071,788561.11,NA,8
1071,Petaurus_norfolcensis,0.006717045,788561.11,NA,3
803,Petaurus_norfolcensis,0.007556675,788561.11,NA,2
712,Petaurus_norfolcensis,0.009525286,788561.11,NA,26
802,Petaurus_norfolcensis,0.009898802,788561.11,NA,19
1162,Petaurus_norfolcensis,0.017632242,788561.11,NA,2
795,Petrogale_lateralis,0.000877193,113428.79,NA,2
794,Phascogale_tapoatafa,0,272015.47,NA,2
2626,Philantomba_maxwellii,0.009823183,1252675.37,NA,2
1758,Philantomba_monticola,0.000710732,6372957.44,NA,7
1941,Philantomba_monticola,0.003889643,6372957.44,NA,11
1671,Philantomba_monticola,0.004975124,6372957.44,NA,4
1669,Philantomba_monticola,0.0075,6372957.44,NA,2
3039,Phodopus_campbelli,0.001249844,2050011.22,NA,14
3040,Phodopus_campbelli,0.002916302,2050011.22,NA,4
3042,Phodopus_campbelli,0.003499563,2050011.22,NA,2
3041,Phodopus_campbelli,0.004024497,2050011.22,NA,5
2951,Phodopus_campbelli,0.005249344,2050011.22,NA,9
2952,Phodopus_campbelli,0.006999125,2050011.22,NA,2
3038,Phodopus_campbelli,0.007737922,2050011.22,NA,10
3044,Phodopus_campbelli,0.010761155,2050011.22,NA,5
2947,Phodopus_roborovskii,0.001052632,3142836.36,NA,5
3039,Phodopus_roborovskii,0.003654971,3142836.36,NA,9
2949,Phodopus_roborovskii,0.004035088,3142836.36,NA,5
2951,Phodopus_roborovskii,0.005847953,3142836.36,NA,6
2950,Phodopus_roborovskii,0.006798246,3142836.36,NA,8
3040,Phodopus_roborovskii,0.010526316,3142836.36,NA,2
3128,Phodopus_sungorus,0.001895596,1181812.52,NA,4
3125,Phodopus_sungorus,0.003149606,1181812.52,NA,11
3034,Phodopus_sungorus,0.005249344,1181812.52,NA,5
3036,Phodopus_sungorus,0.005395159,1181812.52,NA,4
1376,Phyllotis_andium,0.024884661,124062.65,NA,4
1466,Phyllotis_andium,0.053097345,124062.65,NA,2
838,Phyllotis_darwini,0.004550626,130473.2,NA,2
1198,Phyllotis_magister,0.010965929,58911.41,NA,4
2541,Pipistrellus_hesperus,0,2655739.64,NA,2
2472,Pipistrellus_savii,0.004271845,5559727.39,NA,5
2541,Pipistrellus_subflavus,0.008333333,4263808.45,NA,3
1736,Platyrrhinus_dorsalis,0.003508772,770793.9,NA,2
2114,Praomys_daltoni,0.00118523,3175665.59,NA,3
2115,Praomys_daltoni,0.001784121,3175665.59,NA,2
2112,Praomys_daltoni,0.004460303,3175665.59,NA,2
1936,Praomys_daltoni,0.006003568,3175665.59,NA,5
2024,Praomys_daltoni,0.015165031,3175665.59,NA,2
2205,Praomys_daltoni,0.019471702,3175665.59,NA,3
2113,Praomys_daltoni,0.021141385,3175665.59,NA,4
2026,Praomys_daltoni,0.062444246,3175665.59,NA,3
1585,Praomys_delectorum,0.00717308,56002.74,NA,3
1936,Praomys_derooi,0.001524389,311592.05,NA,7
1763,Praomys_jacksoni,0,3744033.68,NA,2
1762,Praomys_jacksoni,0.019672665,3744033.68,NA,5
1941,Praomys_jacksoni,0.021584335,3744033.68,NA,4
1579,Praomys_jacksoni,0.025225225,3744033.68,NA,3
1580,Praomys_lukolelae,0.005479655,208708.54,NA,4
1579,Praomys_lukolelae,0.006263982,208708.54,NA,3
1762,Praomys_lukolelae,0.008521699,208708.54,NA,11
1759,Praomys_misonnei,0.000607718,144159.49,NA,3
1937,Praomys_misonnei,0.00318952,144159.49,NA,4
1936,Praomys_misonnei,0.004080438,144159.49,NA,7
1668,Praomys_misonnei,0.005319677,144159.49,NA,3
1762,Praomys_misonnei,0.005462621,144159.49,NA,9
1763,Praomys_misonnei,0.00627289,144159.49,NA,4
1849,Praomys_misonnei,0.006375228,144159.49,NA,2
1848,Praomys_misonnei,0.009563723,144159.49,NA,3
1759,Praomys_petteri,0.002227704,218483.7,NA,6
1668,Praomys_petteri,0.022087707,218483.7,NA,3
2115,Praomys_rostratus,0.000668338,612371.8,NA,6
1933,Praomys_rostratus,0.003542958,612371.8,NA,2
2010,Praomys_rostratus,0.00594343,612371.8,NA,15
1934,Praomys_rostratus,0.014032612,612371.8,NA,58
2023,Praomys_rostratus,0.016,612371.8,NA,2
2022,Praomys_rostratus,0.021848708,612371.8,NA,5
1934,Praomys_tullbergi,0.001196172,932839.11,NA,12
1935,Praomys_tullbergi,0.004007984,932839.11,NA,6
1845,Praomys_tullbergi,0.008193809,932839.11,NA,3
1671,Praomys_verschureni,0.001988072,339834.93,NA,3
1832,Proechimys_guyannensis,0.002339181,1497167.48,NA,3
976,Pseudantechinus_roryi,0.045555556,397632.33,NA,6
2592,Pseudois_nayaur,0,5733238.28,NA,4
2682,Pseudois_nayaur,0.000877193,5733238.28,NA,2
2776,Pseudois_nayaur,0.006673241,5733238.28,NA,6
2771,Pseudois_nayaur,0.012573099,5733238.28,NA,4
2590,Pseudois_nayaur,0.01773183,5733238.28,NA,8
2591,Pseudois_nayaur,0.020654673,5733238.28,NA,6
2500,Pseudois_nayaur,0.021929825,5733238.28,NA,2
2057,Ptenochirus_minor,0.00202908,118793.76,NA,16
1967,Ptenochirus_minor,0.008539871,118793.76,NA,30
2189,Pteronotus_parnellii,0.003508772,8592222.36,NA,2
2545,Pteropus_poliocephalus,0.003647677,249369,NA,7
1783,Pteropus_vampyrus,0.005063291,1940597.53,NA,3
2140,Rattus_andamanensis,0.00893655,1745533.27,NA,2
2052,Rattus_andamanensis,0.011208577,1745533.27,NA,9
2051,Rattus_argentiventer,0.00036267,1705324.02,NA,5
2052,Rattus_argentiventer,0.007712053,1705324.02,NA,8
1086,Rattus_exulans,0,3622496.22,NA,3
1611,Rattus_exulans,0,3622496.22,NA,4
2050,Rattus_exulans,0,3622496.22,NA,3
2321,Rattus_exulans,0,3622496.22,NA,2
2141,Rattus_exulans,0.000419815,3622496.22,NA,6
2052,Rattus_exulans,0.000877193,3622496.22,NA,2
629,Rattus_exulans,0.000990589,3622496.22,NA,3
1270,Rattus_exulans,0.00148736,3622496.22,NA,4
2140,Rattus_exulans,0.001826079,3622496.22,NA,5
2231,Rattus_exulans,0.001956489,3622496.22,NA,13
1517,Rattus_exulans,0.002777778,3622496.22,NA,2
1611,Rattus_leucopus,0,365109.42,NA,2
1787,Rattus_morotaiensis,0.005885511,22281.51,NA,5
1611,Rattus_niobe,0,110055.35,NA,2
2321,Rattus_nitidus,0.002414912,3587172.17,NA,3
1112,Rattus_rattus,0,7864870.82,NA,7
1270,Rattus_rattus,0,7864870.82,NA,2
1046,Rattus_rattus,0.000882613,7864870.82,NA,2
2561,Rattus_rattus,0.001466276,7864870.82,NA,2
1223,Rattus_rattus,0.004690865,7864870.82,NA,9
1222,Rattus_rattus,0.004691653,7864870.82,NA,12
862,Rattus_rattus,0.005292464,7864870.82,NA,28
2045,Rattus_rattus,0.005820513,7864870.82,NA,7
2715,Rattus_rattus,0.0072292,7864870.82,NA,82
862,Rattus_tanezumi,6.50E-05,7480497.97,NA,27
2052,Rattus_tanezumi,0.000417931,7480497.97,NA,7
1223,Rattus_tanezumi,0.001595745,7480497.97,NA,5
2507,Rattus_tanezumi,0.001754386,7480497.97,NA,2
2322,Rattus_tanezumi,0.004239766,7480497.97,NA,9
2140,Rattus_tanezumi,0.006464283,7480497.97,NA,9
2231,Rattus_tanezumi,0.006545539,7480497.97,NA,53
2321,Rattus_tanezumi,0.007759175,7480497.97,NA,10
2598,Rattus_tanezumi,0.025146199,7480497.97,NA,3
2052,Rattus_tiomanicus,0.010307018,1495111.93,NA,8
2143,Rattus_tiomanicus,0.012280702,1495111.93,NA,2
2271,Reithrodontomys_megalotis,0.00621118,5116746.9,NA,2
1112,Reithrodontomys_mexicanus,0.080779055,540061.79,NA,4
2181,Reithrodontomys_sumichrasti,0.004166818,328552.02,NA,6
862,Rhabdomys_pumilio,0.070961927,3275628.33,NA,27
1783,Rhinolophus_affinis,0,5506446.89,NA,2
1871,Rhinolophus_affinis,0.002421308,5506446.89,NA,2
1967,Rhinolophus_arcuatus,0.001754386,352720.88,NA,2
2056,Rhinolophus_arcuatus,0.00234068,352720.88,NA,5
1516,Rhinolophus_arcuatus,0.003369387,352720.88,NA,5
1874,Rhinolophus_borneensis,0.002421308,743699.36,NA,2
1696,Rhinolophus_celebensis,0.001262626,308233.82,NA,2
1516,Rhinolophus_celebensis,0.009471748,308233.82,NA,3
1874,Rhinolophus_creaghi,0.004842615,161695.23,NA,2
861,Rhinolophus_darlingi,0.001051525,1359988.4,NA,2
860,Rhinolophus_darlingi,0.034199589,1359988.4,NA,7
952,Rhinolophus_darlingi,0.077742727,1359988.4,NA,6
1696,Rhinolophus_euryotis,0.005269995,771261.34,NA,3
2662,Rhinolophus_hipposideros,0,6256435.82,NA,2
2748,Rhinolophus_hipposideros,0,6256435.82,NA,7
2833,Rhinolophus_hipposideros,0,6256435.82,NA,2
3020,Rhinolophus_hipposideros,0,6256435.82,NA,2
3021,Rhinolophus_hipposideros,0,6256435.82,NA,2
3015,Rhinolophus_hipposideros,5.83E-05,6256435.82,NA,62
3013,Rhinolophus_hipposideros,0.000124425,6256435.82,NA,58
2929,Rhinolophus_hipposideros,0.000225747,6256435.82,NA,16
2841,Rhinolophus_hipposideros,0.000361011,6256435.82,NA,5
2927,Rhinolophus_hipposideros,0.000451461,6256435.82,NA,20
2835,Rhinolophus_hipposideros,0.000501404,6256435.82,NA,9
2842,Rhinolophus_hipposideros,0.000535985,6256435.82,NA,26
2749,Rhinolophus_hipposideros,0.000601685,6256435.82,NA,3
2745,Rhinolophus_hipposideros,0.000701966,6256435.82,NA,9
2926,Rhinolophus_hipposideros,0.000722022,6256435.82,NA,15
2928,Rhinolophus_hipposideros,0.000842576,6256435.82,NA,6
2654,Rhinolophus_hipposideros,0.000902527,6256435.82,NA,2
3103,Rhinolophus_hipposideros,0.001244662,6256435.82,NA,18
2665,Rhinolophus_hipposideros,0.002406739,6256435.82,NA,3
2932,Rhinolophus_hipposideros,0.004105165,6256435.82,NA,21
2664,Rhinolophus_hipposideros,0.004610654,6256435.82,NA,33
2839,Rhinolophus_hipposideros,0.008303249,6256435.82,NA,5
2744,Rhinolophus_hipposideros,0.008738802,6256435.82,NA,31
2836,Rhinolophus_hipposideros,0.012033694,6256435.82,NA,4
2751,Rhinolophus_hipposideros,0.018802647,6256435.82,NA,4
1783,Rhinolophus_luctus,0,6782032.28,NA,2
2776,Rhinolophus_macrotis,0.012865497,2338732.11,NA,3
2413,Rhinolophus_pearsonii,0.086842105,3176369.13,NA,2
1874,Rhinolophus_philippinensis,0,247488.99,NA,2
1965,Rhinolophus_pusillus,0,3970674.54,NA,2
2961,Rhinolophus_pusillus,0,3970674.54,NA,2
2506,Rhinolophus_pusillus,0.000877193,3970674.54,NA,2
2780,Rhinolophus_pusillus,0.007017544,3970674.54,NA,2
2591,Rhinolophus_pusillus,0.011403509,3970674.54,NA,2
2593,Rhinolophus_sinicus,0.009515637,2168789.35,NA,3
1871,Rhinolophus_stheno,0.005025126,2203369.07,NA,2
1871,Rhinolophus_trifoliatus,0.001644623,1344635.48,NA,3
1832,Rhinophylla_pumilio,0.035087719,8332336.42,NA,2
1967,Rousettus_amplexicaudatus,0.007017544,4281493.63,NA,2
1965,Rousettus_amplexicaudatus,0.010126582,4281493.63,NA,2
1585,Rousettus_lanosus,0.007017544,209033.11,NA,2
2776,Rousettus_leschenaultii,0.007894737,6764169.07,NA,2
1040,Saccostomus_campestris,0.002418605,5347563.55,NA,5
1222,Saccostomus_campestris,0.002460349,5347563.55,NA,3
954,Saccostomus_campestris,0.00372093,5347563.55,NA,2
953,Saccostomus_campestris,0.004019934,5347563.55,NA,8
951,Saccostomus_campestris,0.005116279,5347563.55,NA,4
1043,Saccostomus_campestris,0.008372093,5347563.55,NA,2
2817,Saimiri_boliviensis,0.000584795,1373861.07,NA,3
1832,Saimiri_sciureus,0.013398693,4419765.01,NA,18
2754,Sciurus_anomalus,0.005847953,614431.92,NA,3
2781,Sciurus_lis,0.003759398,214979.78,NA,7
2780,Sciurus_lis,0.003859649,214979.78,NA,6
2689,Sciurus_lis,0.004093567,214979.78,NA,4
2690,Sciurus_lis,0.00549913,214979.78,NA,6
2871,Sciurus_lis,0.007017544,214979.78,NA,2
1112,Sciurus_variegatoides,0.015792148,392633.32,NA,3
2053,Scotophilus_kuhlii,0.002631579,5225578.43,NA,2
2052,Scotophilus_kuhlii,0.006140351,5225578.43,NA,2
1961,Scotophilus_kuhlii,0.007309942,5225578.43,NA,6
1764,Scotophilus_nux,0.006871345,951022.07,NA,4
1043,Scotophilus_viridis,0.002192982,4659936,NA,4
1675,Scotophilus_viridis,0.011427066,4659936,NA,6
1845,Scotophilus_viridis,0.014035088,4659936,NA,6
1918,Sigmodon_alstoni,0,840151.95,NA,2
2448,Sigmodon_arizonae,0.010289747,345231.19,NA,5
2270,Sigmodon_arizonae,0.017391304,345231.19,NA,2
2094,Sigmodon_hirsutus,0.002506266,761227.05,NA,8
2093,Sigmodon_hirsutus,0.010392997,761227.05,NA,15
2182,Sigmodon_hirsutus,0.036691379,761227.05,NA,7
2721,Sigmodon_hispidus,0.000877193,2615433.21,NA,2
2271,Sigmodon_hispidus,0.001464129,2615433.21,NA,2
2627,Sigmodon_hispidus,0.001705653,2615433.21,NA,9
2455,Sigmodon_hispidus,0.001754386,2615433.21,NA,2
2630,Sigmodon_hispidus,0.00421434,2615433.21,NA,12
2093,Sigmodon_hispidus,0.013195547,2615433.21,NA,3
2541,Sigmodon_hispidus,0.042105263,2615433.21,NA,2
2359,Sigmodon_leucotis,0.013157895,282568.69,NA,2
2270,Sigmodon_mascotensis,0.009649123,252526.33,NA,2
2539,Sigmodon_ochrognathus,0.003508772,464610.87,NA,2
1556,Sigmodon_peruanus,0.037719298,98148.73,NA,2
2184,Sigmodon_toltecus,0.001754386,416841.04,NA,2
2270,Sigmodon_toltecus,0.006247159,416841.04,NA,3
2271,Sigmodon_toltecus,0.007864102,416841.04,NA,7
2182,Sigmodon_toltecus,0.010526316,416841.04,NA,4
2273,Sigmodon_toltecus,0.010808866,416841.04,NA,5
2183,Sigmodon_toltecus,0.021345029,416841.04,NA,3
1025,Sooretamys_angouya,0,1388660.06,NA,3
3233,Sorex_camtschatica,0,446674.71,NA,4
2909,Sorex_fumeus,0.004945598,1506441.62,NA,2
2901,Sorex_haydeni,0.001754386,1160418.92,NA,3
2987,Sorex_hoyi,0.004952134,6985312.21,NA,3
2909,Sorex_maritimensis,0,61239.03,NA,2
2716,Sorex_ornatus,0.005208333,194152.24,NA,2
2805,Sorex_ornatus,0.008078231,194152.24,NA,4
2626,Sorex_ornatus,0.02677721,194152.24,NA,9
2715,Sorex_ornatus,0.027998219,194152.24,NA,6
2908,Sorex_palustris,0.007056452,6241652.06,NA,2
2992,Sorex_palustris,0.00804829,6241652.06,NA,2
2719,Sorex_preblei,0,670365.17,NA,2
2806,Sorex_preblei,0.002631579,670365.17,NA,2
3158,Sorex_ugyunak,0.000877193,1412887.02,NA,2
3336,Sorex_ugyunak,0.004385965,1412887.02,NA,2
2715,Sorex_vagrans,0.006529153,1983868.59,NA,4
2935,Sorex_volnuchini,0.001581113,435340.22,NA,10
2776,Soriculus_nigrescens,0.022719298,136280.07,NA,5
2574,Spalax_ehrenbergi,0.032338308,496764.58,NA,2
2664,Spalax_ehrenbergi,0.037313433,496764.58,NA,5
3248,Spermophilus_parryii,0.007578085,5347301.62,NA,63
2722,Spermophilus_tridecemlineatus,0,3679430.55,NA,5
2991,Spermophilus_tridecemlineatus,0.000877963,3679430.55,NA,4
2814,Spermophilus_tridecemlineatus,0.001933767,3679430.55,NA,5
2631,Spermophilus_tridecemlineatus,0.003319736,3679430.55,NA,43
2630,Spermophilus_tridecemlineatus,0.003939724,3679430.55,NA,46
2812,Spermophilus_tridecemlineatus,0.004177941,3679430.55,NA,3
2719,Spermophilus_tridecemlineatus,0.00565398,3679430.55,NA,10
2809,Spermophilus_tridecemlineatus,0.006453358,3679430.55,NA,3
2813,Spermophilus_tridecemlineatus,0.007021087,3679430.55,NA,5
2721,Spermophilus_tridecemlineatus,0.00866186,3679430.55,NA,7
2810,Spermophilus_tridecemlineatus,0.009649123,3679430.55,NA,2
2900,Spermophilus_tridecemlineatus,0.023391813,3679430.55,NA,3
1556,Sturnira_oporaphilum,0.017994859,1015533.53,NA,2
1956,Suncus_murinus,0.041169591,8439882.79,NA,6
2497,Suncus_stoliczkanus,0.002631579,1280280.06,NA,2
1784,Sus_barbatus,0.002923977,590189.25,NA,3
1696,Sus_celebensis,0.026608187,181244.4,NA,3
712,Tachyglossus_aculeatus,0,7766686.97,NA,2
1606,Taeromys_celebensis,0.029268293,86669.86,NA,2
2928,Talpa_caeca,0.026315789,243373.56,NA,2
2928,Talpa_europaea,0.010526316,6479377.28,NA,2
2814,Talpa_levantis,0,585727.66,NA,2
2743,Talpa_occidentalis,0.00651012,476274.56,NA,3
2750,Talpa_romana,0.000877193,98017.47,NA,2
2986,Tamias_amoenus,0,1102179.75,NA,2
2716,Tamias_amoenus,0.00059577,1102179.75,NA,3
2987,Tamias_amoenus,0.00119154,1102179.75,NA,3
2805,Tamias_amoenus,0.008518522,1102179.75,NA,4
2896,Tamias_amoenus,0.069705094,1102179.75,NA,4
2897,Tamias_amoenus,0.069705094,1102179.75,NA,4
2629,Tamias_canipes,0.00536193,18917.98,NA,4
2628,Tamias_cinereicollis,0.003449012,74132.94,NA,8
2629,Tamias_cinereicollis,0.006585587,74132.94,NA,3
2717,Tamias_dorsalis,0.009669598,632154.66,NA,6
2807,Tamias_dorsalis,0.011617516,632154.66,NA,2
2629,Tamias_dorsalis,0.025688769,632154.66,NA,3
2628,Tamias_dorsalis,0.026833631,632154.66,NA,2
2808,Tamias_dorsalis,0.029490617,632154.66,NA,2
2626,Tamias_merriami,0.00655347,72205.96,NA,3
2808,Tamias_minimus,0.012957998,5243645.61,NA,4
2716,Tamias_minimus,0.014298481,5243645.61,NA,5
2719,Tamias_minimus,0.022162645,5243645.61,NA,5
2809,Tamias_minimus,0.030682157,5243645.61,NA,4
2805,Tamias_minimus,0.040214477,5243645.61,NA,2
2898,Tamias_minimus,0.043193327,5243645.61,NA,3
2986,Tamias_minimus,0.062555853,5243645.61,NA,3
2716,Tamias_panamintinus,0.002680965,37380.33,NA,4
2717,Tamias_panamintinus,0.004966887,37380.33,NA,2
2715,Tamias_quadrimaculatus,0.00178731,25543.13,NA,2
2716,Tamias_quadrimaculatus,0.056300268,25543.13,NA,2
2809,Tamias_quadrivittatus,0,296955.84,NA,2
2719,Tamias_quadrivittatus,0.008489723,296955.84,NA,4
2629,Tamias_quadrivittatus,0.034482759,296955.84,NA,2
2896,Tamias_ruficaudus,0.00059577,147845.81,NA,3
2987,Tamias_ruficaudus,0.00178731,147845.81,NA,3
2897,Tamias_ruficaudus,0.025022341,147845.81,NA,4
2986,Tamias_ruficaudus,0.047363718,147845.81,NA,2
2805,Tamias_senex,0.007410956,99349.71,NA,10
2805,Tamias_siskiyou,0.048853143,22530.38,NA,3
2805,Tamias_sonomae,0,45778.16,NA,2
2715,Tamias_sonomae,0.00178891,45778.16,NA,3
2626,Tamias_speciosus,0.012511171,67802.51,NA,2
2716,Tamias_speciosus,0.017718592,67802.51,NA,4
2815,Tamias_striatus,0.001771479,4197637.28,NA,2
2816,Tamias_striatus,0.002645503,4197637.28,NA,2
2985,Tamias_townsendii,0,151287.27,NA,3
2895,Tamias_townsendii,0.008018202,151287.27,NA,5
2808,Tamias_umbrinus,0,295472.6,NA,2
2717,Tamias_umbrinus,0.003792076,295472.6,NA,4
2807,Tamias_umbrinus,0.009532321,295472.6,NA,3
2895,Tamiasciurus_douglasii,0.004750594,510472.9,NA,2
2505,Tamiops_maritimus,0.001637427,1718527.37,NA,6
2322,Tamiops_maritimus,0.002192982,1718527.37,NA,4
2233,Tamiops_maritimus,0.003391813,1718527.37,NA,6
2412,Tamiops_maritimus,0.009649123,1718527.37,NA,2
2052,Tamiops_rodolphii,0.002046784,590758.96,NA,6
2411,Tamiops_swinhoei,0.001345029,869208.87,NA,6
1201,Thrichomys_pachyurus,0.003005123,166432.45,NA,3
629,Thylogale_billardierii,0.000877193,66448.23,NA,2
1522,Thylogale_browni,0.000877193,224882.85,NA,2
1521,Thylogale_brunii,0.002631579,108863.36,NA,2
1163,Thylogale_stigmatica,0,221191.33,NA,2
1252,Thylogale_stigmatica,0.007111111,221191.33,NA,2
1521,Thylogale_stigmatica,0.033333333,221191.33,NA,2
2005,Transandinomys_talamancae,0.000906618,510973.62,NA,2
1227,Triaenops_furculus,0.001809729,57131.81,NA,17
1495,Triaenops_persicus,0.006654499,1163359.45,NA,12
1318,Triaenops_rufus,0,284129.08,NA,2
1136,Triaenops_rufus,0.009257782,284129.08,NA,8
1137,Triaenops_rufus,0.009301844,284129.08,NA,12
1227,Triaenops_rufus,0.01023772,284129.08,NA,5
1024,Trinomys_dimidiatus,0,64000.54,NA,2
1115,Trinomys_dimidiatus,0.002106102,64000.54,NA,5
1025,Trinomys_dimidiatus,0.002544529,64000.54,NA,2
1025,Trinomys_gratiosus,0.017314015,67225.51,NA,4
1477,Trinomys_gratiosus,0.038567493,67225.51,NA,2
934,Trinomys_iheringi,0.007894737,702365.04,NA,2
1386,Trinomys_setosus,0.003355705,86401.64,NA,2
2687,Tscherskia_triton,0.002347418,3140724.55,NA,2
3047,Tscherskia_triton,0.009389671,3140724.55,NA,5
2774,Tupaia_belangeri,0.002679112,2980056.66,NA,29
2501,Tupaia_belangeri,0.003488432,2980056.66,NA,17
2414,Tylonycteris_pachypus,0.030701754,4169956.09,NA,2
2716,Urocyon_cinereoargenteus,0.001327236,8985890.66,NA,28
2867,Ursus_thibetanus,0.003511031,7047809.81,NA,6
1831,Vampyressa_brocki,0.005263158,924403.26,NA,2
1288,Vampyressa_melissa,0.014912281,445311.15,NA,2
1736,Vampyressa_nymphaea,0.004093567,248097.03,NA,4
1112,Vampyressa_pusilla,0.003508772,1111684.96,NA,2
2010,Vampyrodes_caraccioli,0.000877193,8343618.5,NA,2
2871,Vespertilio_sinensis,0,1565757.96,NA,2
2954,Vulpes_corsac,0,8975689.93,NA,2
2810,Zapus_hudsonius,0.00084493,8737681.63,NA,16
2899,Zapus_hudsonius,0.001085945,8737681.63,NA,38
2809,Zapus_hudsonius,0.001155108,8737681.63,NA,72
2901,Zapus_hudsonius,0.001593622,8737681.63,NA,26
2811,Zapus_hudsonius,0.003182518,8737681.63,NA,32
2902,Zapus_hudsonius,0.003427057,8737681.63,NA,21
2719,Zapus_hudsonius,0.026410548,8737681.63,NA,62
1915,Zygodontomys_brevicauda,0.006701537,1694766.44,NA,6
